root_id,nt_label,partner_Dm9,partner_Mi4,partner_R7,partner_Tm20,partner_Mi15,partner_Mi1,partner_Dm2,partner_L1,partner_Mi9,partner_Tm5c,partner_MLt1,partner_aMe12,partner_L3,partner_DmDRA2,partner_Dm11,partner_Tm5b,partner_MTe50,partner_Dm8a,partner_aMe5,partner_Dm8b,partner_MeLp1,partner_Tm9,partner_R8,partner_C2,partner_Dm4,partner_Mi10,partner_TmY9q,partner_Dm12,partner_Tm5e,partner_L2
720575940618602274,ACH,0.20958083832335328,0.11377245508982035,0.16766467065868262,0.059880239520958084,0.04790419161676647,0.08383233532934131,0.11976047904191617,0.04790419161676647,0.029940119760479042,0.029940119760479042,0.059880239520958084,0.0,0.029940119760479042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618644381,GLUT,0.34065934065934067,0.1043956043956044,0.10989010989010989,0.08791208791208792,0.08241758241758242,0.08241758241758242,0.07692307692307693,0.03296703296703297,0.04945054945054945,0.03296703296703297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618657819,ACH,0.045454545454545456,0.21212121212121213,0.20454545454545456,0.09090909090909091,0.045454545454545456,0.12121212121212122,0.11363636363636363,0.0,0.06060606060606061,0.05303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618679069,ACH,0.24596774193548387,0.11693548387096774,0.14112903225806453,0.06048387096774194,0.11290322580645161,0.07258064516129033,0.09274193548387097,0.028225806451612902,0.04032258064516129,0.0,0.0,0.06854838709677419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020161290322580645,0.0,0.0,0.0,0.0,0.0,0.0
720575940618769665,ACH,0.3475177304964539,0.16312056737588654,0.16312056737588654,0.0851063829787234,0.0,0.07801418439716312,0.03546099290780142,0.04964539007092199,0.03546099290780142,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618871197,ACH,0.3681592039800995,0.06467661691542288,0.13930348258706468,0.06467661691542288,0.0945273631840796,0.04975124378109453,0.10945273631840796,0.04477611940298507,0.029850746268656716,0.0,0.03482587064676617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618875549,GLUT,0.3978494623655914,0.13978494623655913,0.0913978494623656,0.06989247311827956,0.10215053763440861,0.053763440860215055,0.08064516129032258,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618883924,GLUT,0.2863636363636364,0.12727272727272726,0.1409090909090909,0.03636363636363636,0.17272727272727273,0.05454545454545454,0.031818181818181815,0.031818181818181815,0.0,0.11818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618958337,GLUT,0.027472527472527472,0.19230769230769232,0.13736263736263737,0.13186813186813187,0.0,0.10989010989010989,0.10989010989010989,0.054945054945054944,0.04395604395604396,0.0,0.054945054945054944,0.08791208791208792,0.04945054945054945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940619072001,GLUT,0.48314606741573035,0.11235955056179775,0.056179775280898875,0.1348314606741573,0.0,0.06741573033707865,0.06741573033707865,0.0,0.0,0.0,0.07865168539325842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
